1.0000000000	0.1256305781	0.2536174350	-0.1256305781	0.0820794344	0.0487706456	-0.2332305645	0.1275703635	-0.1583499438	0.1933620923	-0.0225710008	0.1858624821	-0.2713818463	0.0776575723	0.0898901250	-0.1103135141	
0.1256305781	1.0000000000	0.0260019742	0.1375980748	-0.2109273572	0.0528556326	0.0118016198	0.0964481247	0.0576854665	-0.0059478055	-0.0516789535	-0.1760312250	0.1398527472	0.0912047375	0.0202829838	-0.0173356769	
0.2536174350	0.0260019742	1.0000000000	-0.0260019742	0.1447788157	-0.1021151752	0.2089861818	-0.2229616229	0.0894414608	-0.1773128251	0.0759967894	0.0093934682	0.1100049132	-0.1700342369	-0.1067647815	0.1230443601	
-0.1256305781	0.1375980748	-0.0260019742	1.0000000000	0.2109273572	-0.0528556326	-0.0118016198	-0.0964481247	-0.0576854665	0.0059478055	0.0516789535	0.1760312250	-0.1398527472	-0.0912047375	-0.0202829838	0.0173356769	
0.0820794344	-0.2109273572	0.1447788157	0.2109273572	1.0000000000	0.1177281470	-0.0660600991	0.2294167700	0.0484498608	0.0619737886	-0.1056071045	-0.2603318635	0.1600270990	0.2006869266	0.0721015499	-0.0742914265	
0.0487706456	0.0528556326	-0.1021151752	-0.0528556326	0.1177281470	1.0000000000	0.0693572713	-0.1086721905	0.0129443880	-0.0601385012	0.0430213141	0.0592680143	-0.0059928496	-0.0884888826	-0.0438003811	0.0485582201	
-0.2332305645	0.0118016198	0.2089861818	-0.0118016198	-0.0660600991	0.0693572713	1.0000000000	0.3453776279	0.0448767431	-0.0374775458	-0.0096919944	0.0342439507	-0.1214212842	-0.3105789827	0.1464657137	-0.2291790341	
0.1275703635	0.0964481247	-0.2229616229	-0.0964481247	0.2294167700	-0.1086721905	0.3453776279	1.0000000000	-0.0630306592	0.0907775630	-0.0218116460	0.1048289658	0.0080403368	0.2208376979	-0.3640997518	0.0693284648	
-0.1583499438	0.0576854665	0.0894414608	-0.0576854665	0.0484498608	0.0129443880	0.0448767431	-0.0630306592	1.0000000000	0.1666621601	0.0163376949	0.0828935118	-0.1106157192	0.3294934718	0.1211412578	0.1685516015	
0.1933620923	-0.0059478055	-0.1773128251	0.0059478055	0.0619737886	-0.0601385012	-0.0374775458	0.0907775630	0.1666621601	1.0000000000	0.1473485100	-0.0237837373	0.0984892231	-0.4853884284	0.1891138133	0.1147573786	
-0.0225710008	-0.0516789535	0.0759967894	0.0516789535	-0.1056071045	0.0430213141	-0.0096919944	-0.0218116460	0.0163376949	0.1473485100	1.0000000000	-0.0601100491	0.0182130208	0.1240961325	-0.2957805012	-0.2737312701	
0.1858624821	-0.1760312250	0.0093934682	0.1760312250	-0.2603318635	0.0592680143	0.0342439507	0.1048289658	0.0828935118	-0.0237837373	-0.0601100491	1.0000000000	0.1912827940	0.1028288761	0.0166179281	-0.0113212271	
-0.2713818463	0.1398527472	0.1100049132	-0.1398527472	0.1600270990	-0.0059928496	-0.1214212842	0.0080403368	-0.1106157192	0.0984892231	0.0182130208	0.1912827940	1.0000000000	-0.0135374748	0.0327112874	-0.0444295055	
0.0776575723	0.0912047375	-0.1700342369	-0.0912047375	0.2006869266	-0.0884888826	-0.3105789827	0.2208376979	0.3294934718	-0.4853884284	0.1240961325	0.1028288761	-0.0135374748	1.0000000000	-0.0309745740	-0.3113251211	
0.0898901250	0.0202829838	-0.1067647815	-0.0202829838	0.0721015499	-0.0438003811	0.1464657137	-0.3640997518	0.1211412578	0.1891138133	-0.2957805012	0.0166179281	0.0327112874	-0.0309745740	1.0000000000	-0.6716109829	
-0.1103135141	-0.0173356769	0.1230443601	0.0173356769	-0.0742914265	0.0485582201	-0.2291790341	0.0693284648	0.1685516015	0.1147573786	-0.2737312701	-0.0113212271	-0.0444295055	-0.3113251211	-0.6716109829	1.0000000000	
