0.0000000005	0.0000000001	0.0000000001	-0.0000000001	0.0000000000	0.0000000000	-0.0000000001	0.0000000001	0.0000000000	-0.0000000001	0.0000000001	-0.0000000000	0.0000002511	0.0000002983	-0.0000003548	0.0000000678	0.0000001020	-0.0000000963	
0.0000000001	0.0000000006	0.0000000000	0.0000000001	-0.0000000001	0.0000000000	0.0000000000	0.0000000000	-0.0000000001	0.0000000000	-0.0000000000	-0.0000000000	-0.0000002682	0.0000000074	0.0000002143	0.0000001026	0.0000000069	-0.0000000378	
0.0000000001	0.0000000000	0.0000000006	-0.0000000000	0.0000000001	-0.0000000001	0.0000000001	-0.0000000001	0.0000000000	0.0000000000	-0.0000000001	0.0000000000	0.0000000170	-0.0000003058	0.0000001406	-0.0000001705	-0.0000001089	0.0000001341	
-0.0000000001	0.0000000001	-0.0000000000	0.0000000006	0.0000000001	-0.0000000000	-0.0000000000	-0.0000000000	0.0000000001	-0.0000000000	0.0000000000	0.0000000000	0.0000002682	-0.0000000074	-0.0000002143	-0.0000001026	-0.0000000069	0.0000000378	
0.0000000000	-0.0000000001	0.0000000001	0.0000000001	0.0000000005	0.0000000001	-0.0000000000	0.0000000001	-0.0000000001	0.0000000000	0.0000000000	-0.0000000001	-0.0000003634	0.0000001273	0.0000002311	0.0000002021	0.0000000511	-0.0000001018	
0.0000000000	0.0000000000	-0.0000000001	-0.0000000000	0.0000000001	0.0000000007	0.0000000000	-0.0000000001	0.0000000000	0.0000000000	-0.0000000000	0.0000000000	0.0000000952	-0.0000001199	-0.0000000169	-0.0000000994	-0.0000000441	0.0000000640	
-0.0000000001	0.0000000000	0.0000000001	-0.0000000000	-0.0000000000	0.0000000000	0.0000000005	0.0000000002	0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	0.0000000442	0.0000002353	-0.0000001548	-0.0000003665	0.0000001600	-0.0000002588	
0.0000000001	0.0000000000	-0.0000000001	-0.0000000000	0.0000000001	-0.0000000001	0.0000000002	0.0000000005	0.0000000000	-0.0000000000	0.0000000001	-0.0000000000	0.0000001385	-0.0000002253	0.0000000012	0.0000002652	-0.0000003781	0.0000000783	
0.0000000000	-0.0000000001	0.0000000000	0.0000000001	-0.0000000001	0.0000000000	0.0000000000	0.0000000000	0.0000000006	0.0000000000	-0.0000000000	0.0000000000	-0.0000001827	-0.0000000100	0.0000001536	0.0000001013	0.0000002181	0.0000001806	
-0.0000000001	0.0000000000	0.0000000000	-0.0000000000	0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.0000000000	0.0000000006	0.0000000001	0.0000000000	0.0000001278	0.0000001178	-0.0000001634	0.0000003888	0.0000001470	0.0000002316	
0.0000000001	-0.0000000000	-0.0000000001	0.0000000000	0.0000000000	-0.0000000000	-0.0000000000	0.0000000001	-0.0000000000	0.0000000001	0.0000000005	0.0000000001	-0.0000000262	-0.0000002004	0.0000001225	-0.0000005351	0.0000002251	0.0000001199	
-0.0000000000	-0.0000000000	0.0000000000	0.0000000000	-0.0000000001	0.0000000000	-0.0000000000	-0.0000000000	0.0000000000	0.0000000000	0.0000000001	0.0000000006	-0.0000001016	0.0000000825	0.0000000409	0.0000001464	-0.0000003720	-0.0000003516	
0.0000002511	-0.0000002682	0.0000000170	0.0000002682	-0.0000003634	0.0000000952	0.0000000442	0.0000001385	-0.0000001827	0.0000001278	-0.0000000262	-0.0000001016	0.0043174026	-0.0000519494	0.0007710809	0.0003091452	-0.0000037845	-0.0000958335	
0.0000002983	0.0000000074	-0.0000003058	-0.0000000074	0.0000001273	-0.0000001199	0.0000002353	-0.0000002253	-0.0000000100	0.0000001178	-0.0000002004	0.0000000825	-0.0000519494	0.0044788284	0.0004234605	-0.0003862536	-0.0002673941	0.0003189889	
-0.0000003548	0.0000002143	0.0000001406	-0.0000002143	0.0000002311	-0.0000000169	-0.0000001548	0.0000000012	0.0000001536	-0.0000001634	0.0000001225	0.0000000409	0.0007710809	0.0004234605	0.0043928950	-0.0000562328	0.0001381305	-0.0000832053	
0.0000000678	0.0000001026	-0.0000001705	-0.0000001026	0.0000002021	-0.0000000994	-0.0000003665	0.0000002652	0.0000001013	0.0000003888	-0.0000005351	0.0000001464	0.0003091452	-0.0003862536	-0.0000562328	0.0025175315	-0.0000215961	-0.0008335272	
0.0000001020	0.0000000069	-0.0000001089	-0.0000000069	0.0000000511	-0.0000000441	0.0000001600	-0.0000003781	0.0000002181	0.0000001470	0.0000002251	-0.0000003720	-0.0000037845	-0.0002673941	0.0001381305	-0.0000215961	0.0027323189	-0.0018197992	
-0.0000000963	-0.0000000378	0.0000001341	0.0000000378	-0.0000001018	0.0000000640	-0.0000002588	0.0000000783	0.0000001806	0.0000002316	0.0000001199	-0.0000003516	-0.0000958335	0.0003189889	-0.0000832053	-0.0008335272	-0.0018197992	0.0029869037	
