0.0002681917	-0.0003927321	0.0000000000	0.0000000000	
0.0001180270	0.0002680256	0.0000000000	0.0000000000	
-0.0003862187	0.0001247065	0.0000000000	0.0000000000	
-0.0001180270	-0.0002680256	0.0000000000	0.0000000000	
0.0003053637	0.0003087543	0.0000000000	0.0000000000	
-0.0001873367	-0.0000407287	0.0000000000	0.0000000000	
0.0003862187	-0.0001247065	-0.0001087973	-0.0001638185	
-0.0004048465	-0.0000738241	0.0000186278	0.0001985306	
0.0000186278	0.0001985306	0.0000901695	-0.0000347121	
-0.0000186278	-0.0001985306	0.0001453819	0.0000921419	
-0.0001687089	0.0001578019	-0.0000186278	-0.0001985306	
0.0001873367	0.0000407287	-0.0001267541	0.0001063886	
0.3072701576	0.9516223254	0.0000000000	0.0000000000	
-0.9151944773	0.4030124920	0.0000000000	0.0000000000	
0.2124460466	-0.9771727981	0.0000000000	0.0000000000	
0.0000000000	0.0000000000	-0.6428915948	-0.7659571773	
0.0000000000	0.0000000000	-0.8330230422	0.5532382950	
0.9956269694	-0.0934180804	-0.9956269694	0.0934180804	
