1.0000000000	0.1239453160	0.2060749608	-0.1239453160	0.0966733191	0.0339566256	-0.1954682928	0.0934721033	-0.1405246165	0.1621006827	-0.0121324715	0.1797052411	0.1975692231	-0.2457442883	0.0529178592	0.0727416927	-0.0901764984	
0.1239453160	1.0000000000	0.0247502434	0.1375811132	-0.2098585356	0.0524500688	0.0122769185	0.0947097783	0.0578227638	-0.0064188195	-0.0514112431	-0.1760660547	0.0039981003	0.1395840046	0.0901394315	0.0199187854	-0.0169125907	
0.2060749608	0.0247502434	1.0000000000	-0.0247502434	0.1255708040	-0.0866287356	0.1730820360	-0.1869929510	0.0736583477	-0.1474346076	0.0648071410	0.0116269538	-0.1919439613	0.0889512338	-0.1437078108	-0.0897858770	0.1032435196	
-0.1239453160	0.1375811132	-0.0247502434	1.0000000000	0.2098585356	-0.0524500688	-0.0122769185	-0.0947097783	-0.0578227638	0.0064188195	0.0514112431	0.1760660547	-0.0039981003	-0.1395840046	-0.0901394315	-0.0199187854	0.0169125907	
0.0966733191	-0.2098585356	0.1255708040	0.2098585356	1.0000000000	0.1112322222	-0.0521857271	0.2132188115	0.0541937190	0.0503195807	-0.1008955244	-0.2604516545	0.0834567371	0.1667709528	0.1890694497	0.0652554854	-0.0663329501	
0.0339566256	0.0524500688	-0.0866287356	-0.0524500688	0.1112322222	1.0000000000	0.0576523680	-0.0965416291	0.0078477952	-0.0503907758	0.0393559101	0.0599932041	-0.0695230110	-0.0126536745	-0.0796996030	-0.0382469633	0.0420787069	
-0.1954682928	0.0122769185	0.1730820360	-0.0122769185	-0.0521857271	0.0576523680	1.0000000000	0.3137767079	0.0553736951	-0.0568487728	-0.0017940554	0.0318984755	0.1540551966	-0.1045593468	-0.3225440099	0.1325049467	-0.2118760228	
0.0934721033	0.0947097783	-0.1869929510	-0.0947097783	0.2132188115	-0.0965416291	0.3137767079	1.0000000000	-0.0731624868	0.1088729154	-0.0292188810	0.1055078400	-0.1524642062	-0.0067883198	0.2343325214	-0.3471216408	0.0547155653	
-0.1405246165	0.0578227638	0.0736583477	-0.0578227638	0.0541937190	0.0078477952	0.0553736951	-0.0731624868	1.0000000000	0.1553393590	0.0199249780	0.0817599084	0.0723677576	-0.1028327689	0.3181366171	0.1149332663	0.1738707246	
0.1621006827	-0.0064188195	-0.1474346076	0.0064188195	0.0503195807	-0.0503907758	-0.0568487728	0.1088729154	0.1553393590	1.0000000000	0.1393051285	-0.0219359603	-0.1307045122	0.0845861992	-0.4630147940	0.1969418346	0.1017222607	
-0.0121324715	-0.0514112431	0.0648071410	0.0514112431	-0.1008955244	0.0393559101	-0.0017940554	-0.0292188810	0.0199249780	0.1393051285	1.0000000000	-0.0606616723	0.0504349912	0.0229673478	0.1173199699	-0.2983975328	-0.2678283153	
0.1797052411	-0.1760660547	0.0116269538	0.1760660547	-0.2604516545	0.0599932041	0.0318984755	0.1055078400	0.0817599084	-0.0219359603	-0.0606616723	1.0000000000	-0.0125423720	0.1891623586	0.1035803359	0.0175301119	-0.0123903074	
0.1975692231	0.0039981003	-0.1919439613	-0.0039981003	0.0834567371	-0.0695230110	0.1540551966	-0.1524642062	0.0723677576	-0.1307045122	0.0504349912	-0.0125423720	1.0000000000	0.0964197321	-0.1149261452	-0.0765139359	0.0887576834	
-0.2457442883	0.1395840046	0.0889512338	-0.1395840046	0.1667709528	-0.0126536745	-0.1045593468	-0.0067883198	-0.1028327689	0.0845861992	0.0229673478	0.1891623586	0.0964197321	1.0000000000	-0.0244629332	0.0250850324	-0.0354902542	
0.0529178592	0.0901394315	-0.1437078108	-0.0901394315	0.1890694497	-0.0796996030	-0.3225440099	0.2343325214	0.3181366171	-0.4630147940	0.1173199699	0.1035803359	-0.1149261452	-0.0244629332	1.0000000000	-0.0218829534	-0.3182392707	
0.0727416927	0.0199187854	-0.0897858770	-0.0199187854	0.0652554854	-0.0382469633	0.1325049467	-0.3471216408	0.1149332663	0.1969418346	-0.2983975328	0.0175301119	-0.0765139359	0.0250850324	-0.0218829534	1.0000000000	-0.6737905227	
-0.0901764984	-0.0169125907	0.1032435196	0.0169125907	-0.0663329501	0.0420787069	-0.2118760228	0.0547155653	0.1738707246	0.1017222607	-0.2678283153	-0.0123903074	0.0887576834	-0.0354902542	-0.3182392707	-0.6737905227	1.0000000000	
