1.0000000000	0.1155299287	0.2058003906	-0.1155299287	0.0844961177	0.0363789924	-0.1929113291	0.0999705864	0.0872811910	-0.1388792617	0.1578669484	-0.0099088750	0.1682915891	0.1962958436	-0.2357410447	0.0595392318	0.0859211841	-0.0776066384	
0.1155299287	1.0000000000	0.0241503741	0.1292112461	-0.1965629880	0.0497119989	0.0104900583	0.0869934782	-0.0857754811	0.0565254862	-0.0029636874	-0.0533415664	-0.1648771869	0.0044906071	0.1305900496	0.0826442995	0.0053630040	-0.0279562912	
0.2058003906	0.0241503741	1.0000000000	-0.0241503741	0.1238119685	-0.0864155358	0.1731624620	-0.1858684248	0.0059291651	0.0737265048	-0.1475515632	0.0649331558	0.0109007069	-0.1919726557	0.0891190015	-0.1427661170	-0.0875623685	0.1031270787	
-0.1155299287	0.1292112461	-0.0241503741	1.0000000000	0.1965629880	-0.0497119989	-0.0104900583	-0.0869934782	0.0857754811	-0.0565254862	0.0029636874	0.0533415664	0.1648771869	-0.0044906071	-0.1305900496	-0.0826442995	-0.0053630040	0.0279562912	
0.0844961177	-0.1965629880	0.1238119685	0.1965629880	1.0000000000	0.1065747677	-0.0543196896	0.2004038885	-0.1264319029	0.0521630053	0.0549269054	-0.1032030385	-0.2428275819	0.0835340446	0.1531015508	0.1768167469	0.0428954121	-0.0818170684	
0.0363789924	0.0497119989	-0.0864155358	-0.0497119989	0.1065747677	1.0000000000	0.0582118188	-0.0937570126	0.0294097194	0.0082141998	-0.0515040279	0.0400590920	0.0563547991	-0.0696662433	-0.0098891462	-0.0770519139	-0.0328311749	0.0455550734	
-0.1929113291	0.0104900583	0.1731624620	-0.0104900583	-0.0543196896	0.0582118188	1.0000000000	0.3143154816	0.0202743521	0.0556132853	-0.0576011031	-0.0012889840	0.0294599187	0.1539013144	-0.1022309953	-0.3198162080	0.1340053524	-0.2073452452	
0.0999705864	0.0869934782	-0.1858684248	-0.0869934782	0.2004038885	-0.0937570126	0.3143154816	1.0000000000	0.0821731453	-0.0718752601	0.1051365260	-0.0270655673	0.0954379683	-0.1524317052	0.0008219892	0.2393739901	-0.3275586802	0.0648378337	
0.0872811910	-0.0857754811	0.0059291651	0.0857754811	-0.1264319029	0.0294097194	0.0202743521	0.0821731453	1.0000000000	0.0125830765	-0.0399394431	0.0248960710	-0.1103792501	-0.0059185103	0.0919768333	0.0801422065	0.1656488087	0.1311685387	
-0.1388792617	0.0565254862	0.0737265048	-0.0565254862	0.0521630053	0.0082141998	0.0556132853	-0.0718752601	0.0125830765	1.0000000000	0.1547018132	0.0202304717	0.0798651085	0.0722878316	-0.1012321657	0.3180964390	0.1154203206	0.1740056942	
0.1578669484	-0.0029636874	-0.1475515632	0.0029636874	0.0549269054	-0.0515040279	-0.0576011031	0.1051365260	-0.0399394431	0.1547018132	1.0000000000	0.1381567906	-0.0173761472	-0.1303630718	0.0804879834	-0.4643563594	0.1874512041	0.0955243162	
-0.0099088750	-0.0533415664	0.0649331558	0.0533415664	-0.1032030385	0.0400590920	-0.0012889840	-0.0270655673	0.0248960710	0.0202304717	0.1381567906	1.0000000000	-0.0630203357	0.0502709730	0.0251525386	0.1189000602	-0.2900602084	-0.2621668096	
0.1682915891	-0.1648771869	0.0109007069	0.1648771869	-0.2428275819	0.0563547991	0.0294599187	0.0954379683	-0.1103792501	0.0798651085	-0.0173761472	-0.0630203357	1.0000000000	-0.0118137236	0.1770570730	0.0937699813	-0.0011018779	-0.0266867365	
0.1962958436	0.0044906071	-0.1919726557	-0.0044906071	0.0835340446	-0.0696662433	0.1539013144	-0.1524317052	-0.0059185103	0.0722878316	-0.1303630718	0.0502709730	-0.0118137236	1.0000000000	0.0954674362	-0.1150278207	-0.0764370470	0.0872133172	
-0.2357410447	0.1305900496	0.0891190015	-0.1305900496	0.1531015508	-0.0098891462	-0.1022309953	0.0008219892	0.0919768333	-0.1012321657	0.0804879834	0.0251525386	0.1770570730	0.0954674362	1.0000000000	-0.0169093534	0.0398702199	-0.0229702132	
0.0595392318	0.0826442995	-0.1427661170	-0.0826442995	0.1768167469	-0.0770519139	-0.3198162080	0.2393739901	0.0801422065	0.3180964390	-0.4643563594	0.1189000602	0.0937699813	-0.1150278207	-0.0169093534	1.0000000000	-0.0082342057	-0.3039636996	
0.0859211841	0.0053630040	-0.0875623685	-0.0053630040	0.0428954121	-0.0328311749	0.1340053524	-0.3275586802	0.1656488087	0.1154203206	0.1874512041	-0.2900602084	-0.0011018779	-0.0764370470	0.0398702199	-0.0082342057	1.0000000000	-0.6370113286	
-0.0776066384	-0.0279562912	0.1031270787	0.0279562912	-0.0818170684	0.0455550734	-0.2073452452	0.0648378337	0.1311685387	0.1740056942	0.0955243162	-0.2621668096	-0.0266867365	0.0872133172	-0.0229702132	-0.3039636996	-0.6370113286	1.0000000000	
